date,Mkt-RF,SMB,HML,RMW,CMA,RF
20180119,0.57,0.93,-0.05,0.09,0.12,0.01
20180122,0.77,-0.35,-0.16,-0.58,0.19,0.01
20180123,0.22,0.07,-0.36,-0.4,-0.28,0.01
20180124,-0.13,-0.75,0.44,0.02,0.13,0.01
20180125,0.07,0.1,-0.54,0.19,-0.18,0.01
20180126,1.11,-0.61,-0.51,0.29,-0.18,0.01
20180129,-0.62,-0.03,-0.28,0.15,-0.31,0.01
20180130,-1.06,0.13,-0.21,0.41,-0.36,0.01
20180131,-0.07,-0.67,0.11,0.09,-0.06,0.01
20180201,0.03,0.12,0.53,-0.55,-0.01,0.01
20180202,-2.13,0.01,-0.29,0.72,-0.42,0.01
20180205,-4.03,0.66,-0.59,0.19,-0.14,0.01
20180206,1.67,-0.48,-0.19,0.03,-0.15,0.01
20180207,-0.38,0.59,0.21,0.32,0.3,0.01
20180208,-3.67,0.8,0.52,0.41,0.04,0.01
20180209,1.37,-0.54,0.15,0.17,-0.44,0.01
20180212,1.36,-0.46,-0.3,-0.24,-0.18,0.01
20180213,0.31,0.11,-0.24,0.19,-0.04,0.01
20180214,1.52,0.29,0.48,-0.68,-0.09,0.01
20180215,1.22,-0.17,-0.63,0.21,-0.33,0.01
20180216,0.03,0.36,0.15,0.04,0.08,0.01
20180220,-0.62,-0.3,-0.24,-0.27,-0.53,0.01
20180221,-0.44,0.82,0.23,0.1,-0.28,0.01
20180222,0.01,-0.05,-0.41,0.1,0.48,0.01
20180223,1.54,-0.37,-0.14,-0.17,-0.14,0.01
20180226,1.12,-0.47,-0.06,-0.18,-0.25,0.01
20180227,-1.25,-0.19,0.03,-0.1,-0.09,0.01
20180228,-1.11,-0.43,-0.31,0.21,-0.27,0.01
20180301,-1.19,0.95,-0.03,-0.25,0.04,0.01
20180302,0.7,1.11,-0.48,-0.45,-0.39,0.01
20180305,1.07,-0.41,0.22,-0.56,0.07,0.01
20180306,0.36,0.69,0.13,0.21,-0.06,0.01
20180307,0.05,0.76,-0.44,-0.07,-0.41,0.01
20180308,0.37,-0.58,-0.35,0.03,-0.17,0.01
20180309,1.71,-0.18,0.27,-0.24,-0.03,0.01
20180312,-0.09,0.44,-0.08,-0.31,-0.24,0.01
20180313,-0.67,0.09,0.03,0.46,0.05,0.01
20180314,-0.53,0.14,-0.57,-0.13,-0.43,0.01
20180315,-0.17,-0.39,0.31,0.12,-0.13,0.01
20180316,0.25,0.47,0.17,0.07,0.32,0.01
20180319,-1.37,0.42,0.41,0.3,0.1,0.01
20180320,0.14,-0.12,-0.36,-0.04,-0.12,0.01
20180321,-0.07,0.69,0.44,-1.12,0.82,0.01
20180322,-2.54,0.4,-0.49,0.22,0.04,0.01
20180323,-2.1,0.1,-0.23,0.09,0.75,0.01
20180326,2.67,-0.63,0.03,-0.02,-0.6,0.01
20180327,-1.87,-0.22,0.37,0.81,0.55,0.01
20180328,-0.35,0.19,0.64,0.77,0.05,0.01
20180329,1.41,-0.31,-0.22,-0.36,-0.15,0.01
20180402,-2.3,-0.07,0.38,0.14,-0.1,0.01
20180403,1.25,-0.02,0.18,0.25,0.16,0.01
20180404,1.17,0.34,-0.32,0.07,-0.14,0.01
20180405,0.75,0.05,0.46,0.11,0.26,0.01
20180406,-2.19,0.37,-0.06,0.13,0.01,0.01
20180409,0.3,-0.23,-0.51,-0.75,-0.29,0.01
20180410,1.77,0.33,-0.12,-0.92,0.4,0.01
20180411,-0.49,0.79,-0.3,-0.65,0.28,0.01
20180412,0.84,-0.16,0.19,-0.22,0.02,0.01
20180413,-0.37,-0.11,-0.25,-0.08,0.18,0.01
20180416,0.82,0.14,-0.02,0.82,0.03,0.01
20180417,1.09,0,-1.18,-0.31,-0.47,0.01
20180418,0.13,0.21,0.02,-0.28,0.42,0.01
20180419,-0.49,-0.3,1.08,-0.48,0.1,0.01
20180420,-0.81,0.11,0.58,-0.55,0.3,0.01
20180423,-0.05,-0.06,0.19,0.3,0.07,0.01
20180424,-1.3,0.64,1.02,0.04,0.2,0.01
20180425,0.11,-0.28,0.06,0.41,0.21,0.01
20180426,0.95,-0.56,-0.85,-0.58,-0.51,0.01
20180427,0.01,-0.26,0.04,0.53,0.11,0.01
20180430,-0.81,-0.07,-0.09,-0.4,-0.03,0.01
20180501,0.25,0.25,-0.53,-0.02,-1.02,0.01
20180502,-0.62,1.25,-0.35,0.04,-0.04,0.01
20180503,-0.25,-0.61,-0.15,0.04,-0.12,0.01
20180504,1.3,-0.03,-0.2,-0.4,0.07,0.01
20180507,0.41,0.38,-0.33,-0.55,-0.32,0.01
20180508,0.07,0.5,0.23,-0.29,0.08,0.01
20180509,0.9,-0.26,0.25,-0.92,-0.03,0.01
20180510,0.85,-0.38,-0.04,0.24,-0.31,0.01
20180511,0.19,0.13,-0.38,0.26,0.12,0.01
20180514,0.05,-0.3,0.11,-0.21,0.52,0.01
20180515,-0.55,0.7,0.4,-0.07,0.42,0.01
20180516,0.5,0.69,-0.25,0.36,0.1,0.01
20180517,0.01,0.87,0.29,-0.37,0.3,0.01
20180518,-0.23,0.46,-0.62,0.14,-0.22,0.01
20180521,0.72,-0.18,0.44,0.15,0.11,0.01
20180522,-0.42,-0.65,0.61,-0.29,-0.37,0.01
20180523,0.29,-0.06,-0.69,0,-0.33,0.01
20180524,-0.16,0.34,-0.35,0.5,0.09,0.01
20180525,-0.22,0.24,-0.39,0.59,-0.53,0.01
20180529,-1.03,1.11,-1.02,0.17,-0.02,0.01
20180530,1.31,0.03,0.36,-0.74,0.19,0.01
20180531,-0.7,0.05,-0.43,-0.5,-0.17,0.01
20180601,1.06,-0.21,-0.1,-0.07,-0.2,0.01
20180604,0.48,0.17,-0.45,1.08,-0.32,0.01
20180605,0.16,0.78,-0.44,0.2,0.08,0.01
20180606,0.86,-0.27,0.21,0.01,0.16,0.01
20180607,-0.14,-0.25,0.93,0.17,0.62,0.01
20180608,0.31,0.04,-0.4,0.24,-0.2,0.01
20180611,0.12,0.15,-0.16,0.22,0.23,0.01
20180612,0.23,0.19,-0.63,0.1,-0.17,0.01
20180613,-0.33,0.02,-0.2,-0.58,-0.18,0.01
20180614,0.28,0.2,-1.01,-0.02,-0.61,0.01
20180615,-0.07,0.11,-0.25,0.69,-0.16,0.01
20180618,-0.09,0.74,0.08,-0.44,0.04,0.01
20180619,-0.38,0.52,-0.14,-0.24,-0.37,0.01
20180620,0.23,0.65,-0.51,-0.17,0.09,0.01
20180621,-0.73,-0.56,0.33,0.5,0.09,0.01
20180622,0.11,-0.07,0.46,-0.52,0.91,0.01
20180625,-1.48,-0.46,0.57,0.65,0.17,0.01
20180626,0.27,0.51,-0.24,-0.51,0.06,0.01
20180627,-1.02,-1.01,0.36,-0.07,0.52,0.01
20180628,0.58,-0.2,-0.51,-0.2,-0.58,0.01
20180629,0.06,-0.24,-0.24,-0.25,0.01,0.01
20180702,0.36,0.45,-0.25,-0.08,-0.54,0.01
20180703,-0.44,0.76,-0.02,-0.28,0.45,0.01
20180705,0.87,0.39,-0.43,0.33,-0.17,0.01
20180706,0.88,-0.02,-0.3,-0.26,-0.15,0.01
20180709,0.93,-0.29,0.86,0.01,-0.21,0.01
20180710,0.21,-0.83,-0.16,0.11,0.29,0.01
20180711,-0.7,-0.06,-0.46,-0.12,-0.33,0.01
20180712,0.85,-0.44,-1.16,-0.04,-0.48,0.01
20180713,0.08,-0.18,-0.29,0.33,0.18,0.01
20180716,-0.16,-0.61,0.97,-0.21,-0.14,0.01
20180717,0.48,0.17,-0.74,0.12,-0.23,0.01
20180718,0.26,-0.15,0.68,-0.17,-0.15,0.01
20180719,-0.34,0.92,-0.36,0.22,0.04,0.01
20180720,-0.1,-0.17,0.11,0.09,-0.22,0.01
20180723,0.16,-0.19,0.54,-0.21,-0.2,0.01
20180724,0.22,-1.33,0.39,0.49,0.08,0.01
20180725,0.83,-0.59,-1.06,0.07,-0.33,0.01
20180726,-0.21,0.76,0.58,-0.04,0.59,0.01
20180727,-0.82,-1.21,1.06,0.51,0.5,0.01
20180730,-0.7,0.02,1.59,0.31,1.03,0.01
20180731,0.51,0.72,-1.1,0.27,0.24,0.01
20180801,-0.13,-0.01,-0.22,-0.16,-0.79,0.01
20180802,0.67,0.19,-0.65,-0.03,-0.55,0.01
20180803,0.31,-0.93,0.51,0.63,0.38,0.01
20180806,0.46,0.23,-0.33,-0.31,-0.21,0.01
20180807,0.29,-0.02,-0.15,-0.31,-0.15,0.01
20180808,-0.04,-0.12,0.26,-0.03,-0.07,0.01
20180809,-0.05,0.35,-0.35,0.02,-0.23,0.01
20180810,-0.6,0.31,-0.21,-0.27,0.24,0.01
20180813,-0.46,-0.21,-0.29,0.31,0.03,0.01
20180814,0.69,0.32,0.22,0.35,0.2,0.01
20180815,-0.91,-0.52,-0.14,0.64,-0.11,0.01
20180816,0.86,-0.03,0.26,-0.08,0.4,0.01
20180817,0.3,0.13,0.01,0.22,0.16,0.01
20180820,0.25,0.15,0.14,0.1,0.14,0.01
20180821,0.33,0.92,0.14,-0.25,-0.27,0.01
20180822,0.05,0.29,-0.35,-0.51,-0.28,0.01
20180823,-0.19,-0.1,-0.33,-0.01,-0.18,0.01
20180824,0.62,-0.08,-0.58,-0.31,-0.19,0.01
20180827,0.74,-0.61,-0.15,-0.2,-0.38,0.01
20180828,-0.01,-0.12,-0.23,0.11,-0.05,0.01
20180829,0.56,-0.14,-0.57,-0.15,-0.28,0.01
20180830,-0.41,0.23,-0.42,-0.22,-0.12,0.01
20180831,0.08,0.46,-0.38,0.17,-0.14,0.01
20180904,-0.11,-0.33,0.01,-0.05,-0.14,0.01
20180905,-0.41,-0.04,0.67,0.47,0.6,0.01
20180906,-0.44,-0.36,-0.25,0.43,0.34,0.01
20180907,-0.18,0.08,-0.22,0.03,0.03,0.01
20180910,0.23,0.08,-0.36,0.07,-0.21,0.01
20180911,0.37,-0.34,-0.24,-0.13,-0.42,0.01
20180912,0.03,-0.12,-0.23,0.05,0.55,0.01
20180913,0.45,-0.49,-0.39,0.05,-0.05,0.01
20180914,0.12,0.31,0.25,-0.13,-0.04,0.01
20180917,-0.72,-0.35,0.85,0.32,0.75,0.01
20180918,0.57,0.03,-0.48,-0.22,-0.23,0.01
20180919,0.05,-0.51,1.28,-0.45,-0.03,0.01
20180920,0.77,0.29,-0.23,0.05,-0.08,0.01
20180921,-0.13,-0.43,0.31,0.22,0.66,0.01
20180924,-0.31,-0.04,-0.89,-0.47,-0.28,0.01
20180925,-0.05,0.2,-0.38,-0.34,-0.06,0.01
20180926,-0.4,-0.47,-0.62,0.51,0.12,0.01
20180927,0.27,-0.34,-0.54,0.1,-0.32,0.01
20180928,-0.03,0.34,-0.19,0.12,0.18,0.01
20181001,0.16,-1.63,0.36,-0.11,0.03,0.01
20181002,-0.21,-0.94,0.57,0.12,0.35,0.01
20181003,0.2,0.89,0.5,-0.38,-0.22,0.01
20181004,-0.93,-0.8,1.58,0.13,0.78,0.01
20181005,-0.64,-0.4,0.37,-0.38,0.43,0.01
20181008,-0.18,-0.24,1.24,0.51,0.65,0.01
20181009,-0.18,-0.41,0.28,-0.5,0.21,0.01
20181010,-3.33,0.41,1.09,0.22,0.82,0.01
20181011,-1.96,0.38,-0.92,0.42,-0.57,0.01
20181012,1.39,-1.11,-1.75,0.07,-0.44,0.01
20181015,-0.48,0.99,0.52,0.37,0.51,0.01
20181016,2.25,0.57,-1.45,-0.23,-0.68,0.01
20181017,-0.09,-0.61,0.23,-0.24,0.16,0.01
20181018,-1.54,-0.53,0.42,-0.36,0.37,0.01
20181019,-0.24,-1.27,0.7,0.44,0.59,0.01
20181022,-0.38,0.35,-1.26,1.11,-0.15,0.01
20181023,-0.62,-0.17,-0.42,0.17,-0.08,0.01
20181024,-3.33,-0.83,0.76,0.36,1.28,0.01
20181025,1.93,0.31,-0.6,-0.17,-1.09,0.01
20181026,-1.65,0.59,0.35,-0.34,0.5,0.01
20181029,-0.76,-0.1,1.61,0,1,0.01
20181030,1.66,0.45,0.09,0.36,0.33,0.01
20181031,1.21,-0.7,-0.74,-0.41,-0.99,0.01
20181101,1.29,1.21,-1.12,-0.26,-0.52,0.01
20181102,-0.53,0.85,0.67,-0.47,0.2,0.01
20181105,0.4,-0.89,1.57,-0.5,0.79,0.01
20181106,0.57,-0.15,0.02,0.28,0.21,0.01
20181107,2.12,-0.51,-1.05,-0.39,-0.8,0.01
20181108,-0.28,-0.17,0.25,0.42,0.33,0.01
20181109,-1.04,-0.84,0.41,0.64,0.69,0.01
20181112,-2.06,0.1,0.84,0.53,0.93,0.01
20181113,-0.13,-0.05,0.16,0.21,-0.3,0.01
20181114,-0.78,0.04,-0.27,0.6,0.13,0.01
20181115,1.18,0.31,-0.39,-0.85,-0.72,0.01
20181116,0.15,-0.02,-0.06,-0.77,0.19,0.01
20181119,-1.88,-0.39,2.32,0.21,1.24,0.01
20181120,-1.85,0.04,-0.54,-0.32,-0.27,0.01
20181121,0.51,0.95,-0.33,-0.34,0,0.01
20181123,-0.55,0.76,-0.61,0.3,-0.04,0.01
20181126,1.62,-0.69,-0.2,-0.41,-0.76,0.01
20181127,0.11,-1.05,0.25,0.6,0.12,0.01
20181128,2.42,0.3,-1.16,0.07,-0.96,0.01
20181129,-0.22,-0.2,-0.09,-0.48,0.02,0.01
20181130,0.79,-0.37,-0.44,0.24,-0.22,0.01
20181203,1.13,-0.11,-0.78,-0.28,-0.59,0.01
20181204,-3.46,-1.03,-0.22,-0.11,0.97,0.01
20181206,-0.16,-0.06,-1.06,0.14,-0.31,0.01
20181207,-2.36,0.27,1.33,-0.49,0.63,0.01
20181210,0.1,-0.36,-1.64,0.28,-0.29,0.01
20181211,-0.08,-0.15,-0.42,0.17,-0.06,0.01
20181212,0.68,0.51,-0.17,-0.23,-0.1,0.01
20181213,-0.26,-1.55,-0.2,0.21,0.08,0.01
20181214,-1.89,0.09,0.49,-0.21,0.62,0.01
20181217,-2.13,-0.11,1.08,0.27,0.2,0.01
20181218,-0.03,-0.03,-0.6,0.93,-0.46,0.01
20181219,-1.58,-0.59,0.02,-0.38,0.42,0.01
20181220,-1.62,-0.11,0.97,0.62,-0.06,0.01
20181221,-2.16,-0.54,0.77,0.14,0.65,0.01
20181224,-2.55,0.93,-0.51,-0.35,-0.35,0.01
20181226,5.07,-0.19,-1,-0.21,-1.12,0.01
20181227,0.78,-0.71,-0.13,-0.13,0.1,0.01
20181228,-0.03,0.75,0.25,-0.37,-0.06,0.01
20181231,0.9,-0.14,-0.45,-0.09,-0.13,0.01
20190102,0.22,0.73,1.14,-0.16,0.25,0.01
20190103,-2.45,0.48,1.18,-0.22,0.91,0.01
20190104,3.55,0.35,-0.69,-0.11,-0.62,0.01
20190107,0.94,0.87,-0.75,-0.74,-0.45,0.01
20190108,1.01,0.44,-0.63,0.34,-0.12,0.01
20190109,0.52,0.5,0.11,0.09,-0.2,0.01
20190110,0.4,-0.01,-0.45,-0.06,-0.07,0.01
20190111,0,0.2,0.22,0.23,0.22,0.01
20190114,-0.6,-0.46,0.95,0.24,0,0.01
20190115,1.05,-0.14,-0.9,-0.3,-0.59,0.01
20190116,0.28,0.26,0.92,-0.11,-0.28,0.01
20190117,0.78,0.09,-0.24,0.06,-0.02,0.01
20190118,1.3,-0.29,0.12,0.19,-0.24,0.01
20190122,-1.52,-0.35,0.3,0.26,0.36,0.01
20190123,0.16,-0.41,-0.15,0.35,0.27,0.01
20190124,0.23,0.48,0,-0.15,-0.23,0.01
20190125,0.9,0.41,-0.34,-0.36,-0.57,0.01
20190128,-0.8,-0.07,0.63,0.29,0.17,0.01
20190129,-0.19,0.03,0.19,0.03,0.49,0.01
20190130,1.51,-0.35,-0.94,-0.23,-0.9,0.01
20190131,0.91,-0.07,-1.11,-0.35,-0.02,0.01
20190201,0.13,-0.15,0.43,-0.78,0.29,0.01
20190204,0.73,0.41,-0.47,0.19,-0.21,0.01
20190205,0.43,-0.12,-0.61,0.61,-0.33,0.01
20190206,-0.21,-0.03,0.06,-0.11,0.06,0.01
20190207,-0.93,-0.13,0.38,0.55,0.32,0.01
20190208,0.1,-0.07,-0.68,-0.34,-0.11,0.01
20190211,0.14,0.67,0.23,-0.09,-0.02,0.01
20190212,1.36,0.04,-0.16,-0.12,-0.29,0.01
20190213,0.28,0.05,0.07,0.1,0.21,0.01
20190214,-0.2,0.52,-0.59,0.42,-0.19,0.01
20190215,1.13,0.37,0.48,-0.22,0,0.01
20190219,0.19,0.32,0.31,0.03,0.21,0.01
20190220,0.19,0.29,0.56,0.01,-0.29,0.01
20190221,-0.37,-0.03,-0.23,0.58,0.13,0.01
20190222,0.65,0.39,-1.47,0.31,-0.61,0.01
20190225,0.15,-0.27,-0.18,-0.76,-0.55,0.01
20190226,-0.16,-0.68,-0.33,0.1,-0.16,0.01
20190227,0.1,0.15,-0.12,-0.66,-0.13,0.01
20190228,-0.31,-0.01,-0.27,0.29,0.17,0.01
20190301,0.72,0.25,-0.41,-0.36,-0.19,0.01
20190304,-0.52,-0.4,0.38,0.13,-0.07,0.01
20190305,-0.17,-0.32,-0.22,0.29,-0.01,0.01
20190306,-0.84,-1.23,0.05,0.57,0.12,0.01
20190307,-0.82,-0.05,-0.34,-0.37,0.12,0.01
20190308,-0.22,0.07,-0.17,-0.11,-0.26,0.01
20190311,1.49,0.27,-0.53,-0.28,-0.46,0.01
20190312,0.25,-0.31,-0.07,-0.43,0.02,0.01
20190313,0.67,-0.32,0.08,-0.17,0.17,0.01
20190314,-0.1,-0.38,0.3,-0.15,-0.11,0.01
20190315,0.48,-0.24,-0.25,-0.05,-0.19,0.01
20190318,0.46,0.22,0.44,-0.09,-0.08,0.01
20190319,-0.09,-0.47,-0.92,0.02,-0.08,0.01
20190320,-0.37,-0.23,-1.06,-0.15,-0.26,0.01
20190321,1.1,0.17,-1.23,0.31,-0.34,0.01
20190322,-2.17,-1.56,-0.08,0.57,0.61,0.01
20190325,-0.05,0.61,-0.26,0.21,0.04,0.01
20190326,0.76,0.23,0.46,0.05,0.17,0.01
20190327,-0.5,0.16,0.51,0.75,0.11,0.01
20190328,0.4,0.34,0.02,-0.13,-0.05,0.01
20190329,0.66,-0.28,-0.92,0.22,-0.17,0.01
20190401,1.19,-0.19,0.99,-0.09,-0.3,0.01
20190402,-0.05,-0.18,-0.44,-0.39,-0.49,0.01
20190403,0.27,0.22,-0.39,0.13,-0.39,0.01
20190404,0.19,0.35,0.94,0.63,0.26,0.01
20190405,0.53,0.49,-0.07,-0.29,0.11,0.01
20190408,0.08,-0.31,0.1,0.27,-0.03,0.01
20190409,-0.65,-0.6,-0.15,0.14,-0.04,0.01
20190410,0.48,0.95,-0.11,0.08,-0.13,0.01
20190411,0,-0.27,0.4,0.05,0.12,0.01
20190412,0.64,-0.36,0.66,0.52,-0.25,0.01
20190415,-0.09,-0.26,-0.55,0.36,0.07,0.01
20190416,0.13,0.23,0.71,-0.12,-0.14,0.01
20190417,-0.32,-0.53,0.84,1.1,-0.28,0.01
20190418,0.11,-0.28,-0.5,0.16,-0.2,0.01
20190422,0.11,-0.49,-0.57,-0.52,-0.19,0.01
20190423,0.97,0.66,-0.49,-0.12,-0.42,0.01
20190424,-0.22,0.32,-0.08,0.64,0.07,0.01
20190425,-0.14,-0.79,-0.21,-0.63,-0.27,0.01
20190426,0.53,0.47,0.06,-0.08,-0.18,0.01
20190429,0.18,0.15,0.65,-0.39,-0.16,0.01
20190430,-0.04,-0.68,0.27,0.11,0.69,0.01
20190501,-0.83,-0.07,-0.02,0.36,-0.05,0.01
20190502,-0.16,0.46,-0.28,0.03,0.06,0.01
20190503,1.13,0.93,-0.27,-0.01,-0.37,0.01
20190506,-0.39,0.58,-0.42,0.02,0.06,0.01
20190507,-1.69,-0.27,0.49,0.03,0.3,0.01
20190508,-0.21,-0.21,-0.31,-0.01,0.17,0.01
20190509,-0.28,0.06,0.09,-0.36,0.01,0.01
20190510,0.35,-0.33,0.06,-0.11,0.26,0.01
20190513,-2.65,-0.68,0.28,0.24,0.84,0.01
20190514,0.91,0.34,-0.02,-0.56,-0.02,0.01
20190515,0.58,-0.09,-0.96,0.12,-0.3,0.01
20190516,0.91,-0.45,-0.33,-0.14,-0.23,0.01
20190517,-0.71,-0.76,0.28,0.06,0.33,0.01
20190520,-0.65,-0.11,0.73,0.06,0.45,0.01
20190521,0.9,0.43,-0.34,-0.15,-0.18,0.01
20190522,-0.4,-0.64,-0.62,-0.12,0.2,0.01
20190523,-1.37,-0.72,-0.27,0.33,0.26,0.01
20190524,0.23,0.51,0.3,-0.5,-0.04,0.01
20190528,-0.78,0.21,-0.63,0,-0.29,0.01
20190529,-0.71,-0.24,0.41,-0.18,0.01,0.01
20190530,0.14,-0.37,-0.77,0.29,-0.04,0.01
20190531,-1.37,-0.23,-0.11,0.05,0.39,0.01
20190603,-0.34,0.39,1.68,-0.17,1.32,0.01
20190604,2.32,0.5,-0.03,0.28,-0.47,0.01
20190605,0.7,-1.06,-0.97,0.07,-0.22,0.01
20190606,0.55,-1.08,0.02,0.07,-0.08,0.01
20190607,1.04,-0.14,-1.19,0.36,-0.67,0.01
20190610,0.54,0.01,0.07,0.38,-0.36,0.01
20190611,-0.12,-0.21,0.57,0.47,0.2,0.01
20190612,-0.2,0.3,-1,0.08,0.09,0.01
20190613,0.52,0.68,-0.04,-0.13,-0.06,0.01
20190614,-0.27,-0.73,0.3,0.25,0.14,0.01
20190617,0.15,0.48,-1.13,-0.67,-0.43,0.01
20190618,1.04,0.2,0.35,-0.24,-0.19,0.01
20190619,0.32,0.02,-0.6,-0.19,0.16,0.01
20190620,0.9,-0.4,-0.22,-0.12,-0.12,0.01
20190621,-0.21,-0.46,-0.03,-0.09,0.02,0.01
20190624,-0.35,-0.9,0.08,0.63,-0.02,0.01
20190625,-0.98,0.42,0.72,-0.1,0.61,0.01
20190626,-0.07,0.02,0.27,0.35,-0.4,0.01
20190627,0.59,1.43,-0.1,-0.35,-0.22,0.01
20190628,0.68,0.76,0.62,-0.47,0.13,0.01
20190701,0.75,-0.58,-0.13,-0.14,0.03,0.01
20190702,0.14,-0.97,-0.81,-0.01,0,0.01
20190703,0.79,-0.14,-0.32,-0.35,-0.05,0.01
20190705,-0.1,0.33,0.91,0.13,-0.05,0.01
20190708,-0.58,-0.43,0.06,0.04,-0.22,0.01
20190709,0.19,-0.24,-0.43,-0.64,-0.25,0.01
20190710,0.4,-0.26,-0.36,0.12,-0.04,0.01
20190711,0.19,-0.77,0.04,-0.24,-0.54,0.01
20190712,0.53,0.32,0.41,0.59,-0.07,0.01
20190715,-0.05,-0.48,-1.06,0.13,0.23,0.01
20190716,-0.32,0.4,0.11,0.44,-0.04,0.01
20190717,-0.64,-0.26,-0.65,-0.48,-0.23,0.01
20190718,0.35,-0.26,0.01,-0.35,0.38,0.01
20190719,-0.57,0.3,0.86,0.37,0.14,0.01
20190722,0.25,-0.56,-0.48,-0.19,0.03,0.01
20190723,0.64,-0.06,0.8,0.66,0.37,0.01
20190724,0.66,0.92,0.86,-0.07,-0.08,0.01
20190725,-0.63,-0.68,-0.11,0.15,0.13,0.01
20190726,0.82,0.32,-0.19,-0.63,-0.33,0.01
20190729,-0.32,-0.34,-0.46,0.32,0.41,0.01
20190730,-0.17,1.43,0.88,-0.17,0.07,0.01
20190731,-1.1,0.25,0.62,0.18,0.5,0.01
20190801,-1.04,-0.76,-1.9,-0.54,-0.23,0.01
20190802,-0.87,-0.25,0.07,0.15,0.23,0.01
20190805,-3.07,0.06,0.01,-0.05,0.31,0.01
20190806,1.29,-0.54,-0.59,-0.27,-0.2,0.01
20190807,0.07,-0.11,-0.9,0.19,-0.17,0.01
20190808,1.97,-0.04,-0.25,0.28,-0.31,0.01
20190809,-0.78,-0.5,-0.22,-0.48,-0.01,0.01
20190812,-1.31,0.21,-0.26,0.13,0.26,0.01
20190813,1.47,-0.35,-0.53,0.34,0,0.01
20190814,-2.95,0.03,-0.51,-0.36,0.02,0.01
20190815,0.17,-0.7,-0.52,-0.07,-0.48,0.01
20190816,1.55,0.64,0.6,0.13,-0.06,0.01
20190819,1.14,0.04,0.21,0.35,0.03,0.01
20190820,-0.75,0.18,-0.49,0.12,-0.21,0.01
20190821,0.85,-0.03,-0.3,-0.03,-0.01,0.01
20190822,-0.1,-0.35,0.49,0.21,0.29,0.01
20190823,-2.66,-0.61,-0.18,-0.61,-0.26,0.01
20190826,1.08,-0.04,-0.18,0.19,-0.11,0.01
20190827,-0.46,-1,-0.66,0.27,0.09,0.01
20190828,0.68,0.63,0.61,0.35,0.18,0.01
20190829,1.35,0.41,0.33,0.15,-0.12,0.01
20190830,0.03,-0.24,0.23,0.1,0.1,0.01
20190903,-0.86,-0.94,0.12,-0.19,0.46,0.01
20190904,1.08,-0.14,0.43,0.25,-0.06,0.01
20190905,1.42,0.54,0.7,0.4,0,0.01
20190906,-0.02,-0.36,0.05,0.15,0.42,0.01
20190909,0.07,1.38,3.05,0.86,0.38,0.01
20190910,0.16,1.43,1.11,-0.03,0.52,0.01
20190911,0.87,1.37,-0.04,-0.23,0.29,0.01
20190912,0.22,-0.39,-0.12,-0.22,-0.12,0.01
20190913,-0.02,0.19,0.74,-0.03,-0.08,0.01
20190916,-0.23,0.89,0.53,-0.33,-0.03,0.01
20190917,0.17,-0.8,-1.19,-0.18,-0.33,0.01
20190918,-0.04,-0.77,0.06,-0.13,0.09,0.01
20190919,-0.05,-0.49,-0.46,0.05,-0.11,0.01
20190920,-0.48,0.29,0.15,-0.59,0.02,0.01
20190923,-0.02,-0.12,0.5,0.27,0.34,0.01
20190924,-1,-0.74,0.01,0.18,0.53,0.01
20190925,0.69,0.41,0.52,0.41,0.03,0.01
20190926,-0.4,-0.98,0.13,0.36,0.37,0.01
20190927,-0.62,-0.16,0.88,0.24,0.59,0.01
20190930,0.5,-0.27,-0.48,0.61,0.01,0.01
20191001,-1.31,-0.66,-0.59,0.1,-0.17,0.01
20191002,-1.73,0.77,-0.36,-0.46,-0.26,0.01
20191003,0.8,-0.39,-0.89,-0.19,-0.23,0.01
20191004,1.39,-0.51,-0.07,-0.03,0.04,0.01
20191007,-0.41,0.13,-0.03,-0.06,-0.32,0.01
20191008,-1.61,-0.15,-0.13,0.44,0.06,0.01
20191009,0.92,-0.58,-0.09,0.12,-0.12,0.01
20191010,0.6,-0.25,0.25,0.12,-0.08,0.01
20191011,1.23,0.6,0.18,0.47,0.22,0.01
20191014,-0.18,-0.35,-0.03,-0.17,-0.09,0.01
20191015,1.03,0.25,-0.25,-0.23,-0.73,0.01
20191016,-0.24,0.48,0.22,0.38,0.26,0.01
20191017,0.37,0.79,-0.29,0.11,-0.1,0.01
20191018,-0.49,-0.13,0.87,-0.08,0.39,0.01
20191021,0.71,0.3,0.34,0,0.01,0.01
20191022,-0.34,0.51,0.84,0.42,0.34,0.01
20191023,0.25,-0.1,0.27,-0.01,0.09,0.01
20191024,0.25,-0.5,-0.89,-0.05,-0.61,0.01
20191025,0.5,0.4,0.07,0.34,0,0.01
20191028,0.62,0.28,-0.25,0.01,0.01,0.01
20191029,-0.13,0.39,0.5,-0.06,0.1,0.01
20191030,0.28,-0.64,-1.15,-0.48,0.05,0.01
20191031,-0.38,-0.34,-0.43,-0.27,0.12,0.01
20191101,1.07,0.65,0.82,-0.18,0.07,0.01
20191104,0.39,0.32,1.35,0.6,0.11,0.01
20191105,-0.03,0.38,0.46,-0.02,0.01,0.01
20191106,-0.05,-0.8,0.24,-0.17,0.32,0.01
20191107,0.38,-0.01,0.5,0.09,-0.2,0.01
20191108,0.31,-0.01,-0.37,-0.13,0.06,0.01
20191111,-0.19,-0.07,-0.19,-0.07,-0.04,0.01
20191112,0.16,-0.18,-0.14,-0.17,-0.2,0.01
